,filename,committer,degree_sum,betweenness_sum,closeness_sum,clustering_sum,eigenvector_sum,pagerank_sum,hubs_sum,Number of Hubs,Updates,Developers,code churn,no_of_bugs
0,src/main/java/org/mapdb/AsyncWriteEngine.java,['Jan Kotek' 'st' 'bonifaido' 'Pedro Alves' 'Casey Marshall' 'Guy Korland'],5.833333333333332,0.16243961352657005,0.6038157319163279,0.4208937198067633,0.24900472014529065,0.08996959321671334,0.0591657602716616,1,78,6,4167,3
1,src/main/java/org/mapdb/Atomic.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,14,1,1612,1
2,src/main/java/org/mapdb/BTreeKeySerializer.java,['Jan Kotek' 'st'],14.5,0.4873188405797101,0.7790697674418605,0.26268115942028986,0.4685600593221121,0.2179324700994245,0.11133419065426604,1,50,2,5903,3
3,src/main/java/org/mapdb/BTreeMap.java,['Jan Kotek' 'st' 'ajermakovics' 'Pedro Alves' 'Guy Korland'],6.8,0.19492753623188405,0.6224512187251253,0.5050724637681159,0.2782894943820732,0.10372602014975824,0.0661240961729204,1,153,5,8681,8
4,src/main/java/org/mapdb/Bind.java,['Jan Kotek' 'Pedro Alves'],13.0,0.4827898550724638,0.7608695652173914,0.5126811594202898,0.4093384950556767,0.1996872213573388,0.0972626008644299,1,29,2,1616,0
5,src/main/java/org/mapdb/CC.java,['Jan Kotek' 'sleimanjneidi'],12.5,0.4827898550724638,0.7553191489361701,0.012681159420289856,0.3949210104351581,0.19267446845111,0.09383687250559508,1,49,2,402,1
6,src/main/java/org/mapdb/CacheHardRef.java,['Jan Kotek' 'Guy Korland'],12.5,0.4827898550724638,0.7553191489361701,0.012681159420289856,0.3949210104351581,0.19267446845111,0.09383687250559508,1,14,2,673,0
7,src/main/java/org/mapdb/CacheHashTable.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,25,1,865,0
8,src/main/java/org/mapdb/CacheLRU.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,16,1,420,0
9,src/main/java/org/mapdb/CacheWeakSoftRef.java,['Jan Kotek' 'Laurent Pellegrino' 'Guy Korland'],9.0,0.3218599033816425,0.6774591427690411,0.3417874396135265,0.3144955186825716,0.1394499481946022,0.07472700615012813,1,23,3,914,0
10,src/main/java/org/mapdb/Caches.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,20,1,2582,0
11,src/main/java/org/mapdb/CompressLZF.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,18,1,1238,2
12,src/main/java/org/mapdb/DB.java,['Jan Kotek' 'Max Bolingbroke' 'Wenchen Fan(Cloud)' 'st' 'Pedro Alves'],6.6,0.19492753623188405,0.6202310522126369,0.3050724637681159,0.26807675713886897,0.1013633303237387,0.06369745763815507,1,144,5,5410,7
13,src/main/java/org/mapdb/DBException.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,9,1,216,0
14,src/main/java/org/mapdb/DBMaker.java,['Jan Kotek' 'Peidong Wang' 'st' 'Guy Korland'],7.75,0.2436594202898551,0.6448540326571004,0.13134057971014493,0.2966848126292367,0.11845393598427673,0.07049500368789531,1,159,4,5193,6
15,src/main/java/org/mapdb/DataIO.java,['Jan Kotek' 'sleimanjneidi'],12.5,0.4827898550724638,0.7553191489361701,0.012681159420289856,0.3949210104351581,0.19267446845111,0.09383687250559508,1,35,2,1845,0
16,src/main/java/org/mapdb/DataInput2.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,13,1,458,1
17,src/main/java/org/mapdb/DataOutput2.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,19,1,480,1
18,src/main/java/org/mapdb/EncryptionXTEA.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,15,1,150,0
19,src/main/java/org/mapdb/Engine.java,['Jan Kotek' 'st' 'Pedro Alves'],10.333333333333334,0.3248792270531401,0.6932928884395012,0.5084541062801932,0.3635882179405409,0.1562886159601452,0.08639188491590878,1,42,3,1007,1
20,src/main/java/org/mapdb/EngineWrapper.java,['Jan Kotek' 'Luke Butters' 'st' 'Pedro Alves'],8.0,0.2436594202898551,0.6476292407977111,0.3813405797101449,0.30389355493949605,0.12196031243739115,0.07220786786731273,1,46,4,2175,2
21,src/main/java/org/mapdb/Fun.java,['Jan Kotek' 'Sebastien Soudan'],12.5,0.4827898550724638,0.7553191489361701,0.012681159420289856,0.3949210104351581,0.19267446845111,0.09383687250559508,1,41,2,2767,1
22,src/main/java/org/mapdb/HTreeMap.java,['Jan Kotek' 'st' 'Konrad Eriksson' 'Guy Korland'],7.75,0.2436594202898551,0.6448540326571004,0.13134057971014493,0.2966848126292367,0.11845393598427673,0.07049500368789531,1,116,4,6942,4
23,src/main/java/org/mapdb/Hasher.java,['Jan Kotek'],24.0,0.9655797101449276,1.0,0.025362318840579712,0.6650324549339549,0.366373535033091,0.1580179282896656,1,4,1,242,0
